-8.1013	5.6287e-14	9.006e-14	44.796	-29.098	-115.26	0.10456	-27.799	10.842	0.97128	-10.109	5.0215	-0.13123	0.13123	0.13123	-0.13123
-0.61892	6.6487e-13	1.3297e-12	36.535	-13.447	-106.4	0.15866	-30.401	8.7017	-10.468	7.0265	11.928	-0.15739	0.15739	0.15739	-0.15739
-0.61892	6.6487e-13	1.3297e-12	36.535	-13.447	-106.4	0.15866	-30.401	8.7017	-10.468	7.0265	11.928	-0.15739	0.15739	0.15739	-0.15739
-8.1013	5.6287e-14	9.006e-14	44.796	-29.098	-115.26	0.10456	-27.799	10.842	0.97128	-10.109	5.0215	-0.13123	0.13123	0.13123	-0.13123
-2.5835	1.7573e-13	3.1631e-13	34.633	-35.707	-127.23	0.12726	-44.445	9.3902	7.3688	-7.579	8.7215	-0.10937	0.10937	0.10937	-0.10937
-40.513	1.0589e-14	2.1178e-14	41.541	-19.011	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-116.07	6.3756e-15	6.3756e-15	41.375	-26.989	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-35.572	1.2032e-14	3.3689e-14	41.302	-30.977	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-20.77	2.2075e-14	4.4151e-14	41.616	-15.023	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-2.9323	1.2959e-13	3.1102e-13	44.644	-23	-120	0.145	-18.6	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-172.73	6.4696e-15	5.1757e-15	41.099	-23	-114	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-177.95	5.5381e-15	5.5381e-15	41.283	-23	-117	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-5.1064	7.1772e-14	1.8661e-13	43.225	-23	-120	0.145	-24.585	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-4.4548	9.5066e-14	1.9013e-13	39.377	-23	-120	0.145	-36.555	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-82.284	5.9063e-15	1.0631e-14	41.631	-23	-123	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-1.8127	2.2066e-13	4.4132e-13	37.013	-23	-120	0.145	-42.54	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-60.036	7.0125e-15	1.5427e-14	41.806	-23	-126	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-103.2	5.8671e-15	1.0561e-14	41.46	-23	-120	0.15696	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-20.77	2.2075e-14	4.4151e-14	41.616	-15.023	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-113.62	5.3994e-15	7.5592e-15	41.46	-23	-120	0.15098	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-40.513	1.0589e-14	2.1178e-14	41.541	-19.011	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-75.35	6.231e-15	1.1216e-14	41.459	-23	-120	0.13902	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-116.07	6.3756e-15	6.3756e-15	41.375	-26.989	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-52.428	7.4769e-15	1.6449e-14	41.459	-23	-120	0.13304	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-35.572	1.2032e-14	3.3689e-14	41.302	-30.977	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-11.385	3.0875e-14	8.0274e-14	44.103	-23	-120	0.145	-30.57	10.798	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-4.9653	8.6399e-14	1.728e-13	41.459	-23	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.11728	0.11728	0.11728	-0.11728
-28.574	1.6029e-14	3.8469e-14	42.778	-23	-120	0.145	-30.57	10.399	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-2.2597	1.8476e-13	3.6952e-13	41.459	-23	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.13226	0.13226	0.13226	-0.13226
-30.605	2.0143e-14	2.4172e-14	40.121	-23	-120	0.145	-30.57	9.601	5.66	-10.78	5.66	-0.1023	0.1023	0.1023	-0.1023
-2.9097	1.3094e-13	3.1426e-13	41.459	-23	-120	0.145	-30.57	10	5.66	-10.78	5.66	-0.072342	0.072342	0.072342	-0.072342
